ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
28954,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.3087,1745.4,360,not_neg,int_only,not_lpsm,398000,sb,pr,home,1U,8100,EXP,792,CIB,45-54,not_inst,79.52261307,south,direct,0,20
28955,2019,cf,Sex Not Available,pre,type1,p2,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4440,EXP,564,CIB,55-64,to_inst,26.10294118,south,direct,1,19
28956,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,116500,,,,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,1500,CIB,520,CIB,55-64,to_inst,51.09649123,North,direct,1,57
28957,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,4.125,0.4418,435.73,360,not_neg,int_only,not_lpsm,338000,sb,pr,home,1U,6780,CRIF,758,EXP,35-44,not_inst,84.76331361,North,direct,0,34
28958,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,456500,3.99,0.2167,3171.5,360,not_neg,not_int,not_lpsm,1178000,sb,pr,home,1U,11040,CIB,886,EXP,45-54,to_inst,38.75212224,North,direct,0,48
28959,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,376500,3.5,-0.1942,0,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,5520,CIB,630,CIB,25-34,not_inst,71.30681818,south,direct,0,49
28960,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.5862,7649,360,not_neg,int_only,not_lpsm,478000,sb,pr,home,1U,5460,CIB,851,EXP,55-64,to_inst,59.93723849,south,direct,0,30
28961,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,626500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13680,EQUI,721,EXP,65-74,to_inst,,south,direct,1,
28962,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,456500,3.75,0.2358,500.6,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,7200,CRIF,643,CIB,25-34,not_inst,88.12741313,North,direct,0,35
28963,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,126500,3.75,0.3766,1897.48,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,2280,CIB,801,CIB,55-64,to_inst,91.66666667,central,direct,0,41
28964,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,626500,4,0.3929,,360,not_neg,not_int,not_lpsm,788000,sb,pr,home,1U,23400,EXP,753,EXP,35-44,not_inst,79.50507614,south,direct,0,48
28965,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,,,,360,neg_amm,not_int,not_lpsm,1208000,sb,pr,home,1U,5220,CIB,770,EXP,55-64,to_inst,28.68377483,south,direct,1,43
28966,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,2.99,-0.5692,2317.4,360,not_neg,not_int,lpsm,348000,sb,pr,home,1U,,EXP,661,CIB,45-54,to_inst,90.94827586,south,direct,0,
28967,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,86500,5.375,1.3226,2886,360,not_neg,not_int,not_lpsm,128000,sb,ir,home,1U,4200,CIB,899,EXP,55-64,to_inst,67.578125,south,direct,0,43
28968,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.5,-0.0437,0,360,neg_amm,not_int,not_lpsm,368000,sb,pr,home,1U,8340,EXP,837,EXP,35-44,not_inst,91.44021739,North,direct,0,31
28969,2019,ncf,Male,nopre,type2,p3,l1,nopc,b/c,346500,3.99,0.9562,1085.5,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,3420,EXP,526,EXP,35-44,to_inst,80.95794393,south,direct,0,55
28970,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,386500,,,,360,not_neg,not_int,lpsm,408000,sb,pr,home,1U,9840,CIB,794,EXP,65-74,to_inst,94.73039216,south,direct,1,44
28971,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,3.875,0.2482,1189.5,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,4860,CRIF,562,CIB,45-54,not_inst,30.21235521,central,direct,0,35
28972,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,276500,2.99,-0.7492,1682.47,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,,EXP,547,CIB,55-64,to_inst,77.23463687,North,direct,0,
28973,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,266500,3.625,0.0516,0,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,,CRIF,625,CIB,35-44,to_inst,95.86330935,south,direct,0,
28974,2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,126500,,,,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,5760,EXP,525,EXP,55-64,to_inst,98.828125,south,direct,1,35
28975,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2640,EQUI,610,EXP,55-64,not_inst,,south,direct,1,
28976,2019,ncf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,675,EXP,35-44,not_inst,,south,direct,1,
28977,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,neg_amm,not_int,not_lpsm,588000,sb,ir,home,1U,11460,CIB,815,CIB,45-54,to_inst,82.73809524,south,direct,1,58
28978,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,596500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,10320,EQUI,693,EXP,45-54,to_inst,,North,direct,1,
28979,2019,cf,Male,pre,type1,p2,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,578000,sb,ir,home,1U,6540,EXP,725,EXP,35-44,not_inst,54.75778547,south,direct,1,57
28980,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,76500,,,,180,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,2400,EXP,647,CIB,65-74,to_inst,70.83333333,south,direct,1,39
28981,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,196500,3.49,0.3596,0,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,,CRIF,673,CIB,55-64,to_inst,76.1627907,south,direct,0,
28982,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,606500,2.875,-0.6529,6323.51,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,,EXP,589,CIB,25-34,not_inst,66.79515419,North,direct,0,
28983,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,,,,360,not_neg,not_int,lpsm,438000,sb,pr,home,1U,10500,EXP,801,EXP,35-44,not_inst,79.10958904,south,direct,1,31
28984,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,386500,5.125,0.6518,0,360,neg_amm,not_int,not_lpsm,508000,sb,pr,home,1U,6000,CRIF,885,EXP,55-64,not_inst,76.08267717,North,direct,0,44
28985,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,306500,3.99,0.3521,1250,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,12060,CIB,600,EXP,25-34,to_inst,78.99484536,North,direct,0,16
28986,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,346500,3.75,0.1667,1275.51,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,3600,CIB,522,CIB,25-34,not_inst,94.1576087,south,direct,0,45
28987,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,286500,4.99,1.2837,3761.25,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,8640,EXP,648,EXP,35-44,to_inst,68.54066986,south,direct,0,30
28988,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,4.25,0.6709,3990,180,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,5280,CIB,844,EXP,55-64,to_inst,78.64583333,North,direct,0,28
28989,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,0.1684,0,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,8820,CRIF,684,EXP,25-34,not_inst,86.45833333,central,direct,0,38
28990,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,3.625,-0.1446,38.93,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,8760,CRIF,868,EXP,35-44,not_inst,79.47154472,North,direct,0,37
28991,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.875,-0.243,2407.09,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,6360,CIB,779,CIB,45-54,not_inst,69.25872093,south,direct,0,42
28992,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,586500,4.875,0.8781,7069,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,9840,CRIF,546,EXP,55-64,to_inst,78.40909091,south,direct,0,45
28993,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,3.875,0.195,4680.91,360,not_neg,not_int,lpsm,368000,sb,pr,home,1U,7380,CIB,614,EXP,45-54,not_inst,77.85326087,North,direct,0,37
28994,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,576500,4.75,0.4355,4000,360,neg_amm,not_int,not_lpsm,958000,sb,pr,home,1U,8220,EXP,680,EXP,45-54,to_inst,60.17745303,south,direct,0,36
28995,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.5,-0.0235,814.4,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,6780,CIB,503,EXP,45-54,not_inst,85.28708134,south,direct,0,20
28996,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,3.99,0.7983,4103.6,360,not_neg,not_int,not_lpsm,128000,sb,ir,home,1U,9180,CRIF,809,CIB,55-64,not_inst,75.390625,south,direct,0,31
28997,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,596500,4.125,0.28,0,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,9540,CRIF,892,EXP,55-64,not_inst,103.200692,North,direct,0,33
28998,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,286500,4.125,1.3787,0,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,,EXP,591,EXP,55-64,to_inst,93.01948052,south,direct,0,
28999,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,,,,300,neg_amm,not_int,not_lpsm,478000,sb,pr,home,1U,3960,CRIF,669,CIB,25-34,not_inst,89.22594142,North,direct,1,49
29000,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,636500,4.375,-0.0391,5100,360,neg_amm,not_int,not_lpsm,868000,sb,pr,home,1U,7380,EXP,828,CIB,45-54,not_inst,73.32949309,south,direct,0,47
29001,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,0.3353,5740,360,neg_amm,not_int,not_lpsm,708000,sb,pr,home,1U,4260,EXP,887,CIB,65-74,to_inst,29.16666667,North,direct,0,30
29002,2019,cf,Joint,,type2,p1,l1,nopc,b/c,406500,4.5,1.1911,0,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,6960,CIB,869,EXP,<25,not_inst,97.24880383,North,direct,0,45
29003,2019,,Male,pre,type1,p1,l1,nopc,nob/c,226500,4.125,0.7775,6270,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,6300,CIB,625,CIB,55-64,to_inst,78.64583333,North,direct,0,43
29004,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,236500,3.99,0.3782,3875,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,7020,CIB,537,EXP,45-54,to_inst,48.46311475,south,direct,0,30
29005,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.9672,4611.18,240,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,8040,EXP,698,EXP,25-34,to_inst,78.99484536,south,direct,0,39
29006,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,646500,3.625,0.0347,739.96,360,not_neg,not_int,not_lpsm,868000,sb,pr,home,1U,6480,CRIF,742,EXP,45-54,not_inst,74.48156682,North,direct,0,41
29007,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,126500,3.5,0.8102,3006.23,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,1920,CRIF,890,EXP,55-64,to_inst,71.06741573,south,direct,0,43
29008,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.625,0.0465,1713.4,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,6840,CRIF,790,CIB,25-34,not_inst,94.73039216,North,direct,0,27
29009,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,116500,4.5,1.7296,3193.12,360,neg_amm,not_int,not_lpsm,118000,sb,pr,home,1U,2100,EXP,818,CIB,55-64,to_inst,98.72881356,south,direct,0,36
29010,2019,ncf,Male,nopre,type3,p1,l1,nopc,nob/c,496500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11280,EQUI,645,EXP,35-44,not_inst,,North,direct,1,
29011,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,96500,4.125,0.6867,3090.95,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1020,CIB,674,CIB,65-74,to_inst,57.44047619,south,direct,0,49
29012,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,236500,4.25,0.0248,3458.8,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,3900,CIB,512,EXP,55-64,to_inst,52.79017857,south,direct,0,36
29013,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,4.375,0.2117,4022.5,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1U,3000,EXP,586,CIB,25-34,to_inst,63.88888889,North,direct,0,32
29014,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,206500,3.99,0.4407,4953.06,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,4200,EXP,548,CIB,25-34,to_inst,71.70138889,North,direct,0,34
29015,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.125,0.2572,4272,180,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,6480,EXP,707,CIB,45-54,not_inst,69.29530201,south,direct,0,35
29016,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,5.875,1.4845,2368.75,360,not_neg,not_int,not_lpsm,328000,sb,ir,home,1U,7980,EXP,599,CIB,55-64,to_inst,75.15243902,south,direct,0,47
29017,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,96500,,,,300,neg_amm,not_int,not_lpsm,188000,sb,pr,home,1U,2040,CIB,593,CIB,65-74,to_inst,51.32978723,south,direct,1,54
29018,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,706500,4.875,1.2056,13775,360,not_neg,not_int,not_lpsm,1058000,sb,ir,home,3U,9420,CIB,845,CIB,35-44,to_inst,66.77693762,south,direct,0,45
29019,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,646500,,,,360,neg_amm,not_int,not_lpsm,758000,sb,pr,home,1U,14700,EXP,539,CIB,55-64,to_inst,85.29023747,North,direct,1,36
29020,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,3.875,0.3542,5483.31,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,13500,CIB,761,CIB,35-44,to_inst,96.59763314,south,direct,0,20
29021,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,4.5,0.0465,189.1,360,neg_amm,not_int,not_lpsm,648000,sb,pr,home,1U,7020,EXP,841,CIB,25-34,not_inst,75.07716049,North,direct,0,48
29022,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,306500,4.75,0.5188,5398.75,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1U,6840,CRIF,702,CIB,65-74,to_inst,73.32535885,south,direct,0,22
29023,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,676500,3.5,0.1262,7338,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,12840,CIB,722,EXP,35-44,not_inst,91.66666667,North,direct,0,35
29024,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,3.375,-0.0653,11906.75,360,not_neg,int_only,not_lpsm,658000,sb,pr,home,1U,3540,EXP,749,EXP,45-54,to_inst,54.17933131,south,direct,0,40
29025,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,256500,3.5,-0.0102,2862.41,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,3900,CRIF,549,CIB,55-64,to_inst,67.85714286,south,direct,0,34
29026,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,4.75,1.111,2140,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,1320,CRIF,597,CIB,65-74,to_inst,59.83146067,south,direct,0,42
29027,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,lpsm,,sb,pr,home,1U,2880,EQUI,624,EXP,55-64,to_inst,,south,direct,1,
29028,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,56500,4.5,1.0844,1625,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,3780,CRIF,671,EXP,65-74,to_inst,25.91743119,North,direct,0,42
29029,2019,cf,Female,pre,type2,p4,l1,nopc,b/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,582,EXP,35-44,to_inst,,North,direct,1,
29030,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360,not_neg,not_int,not_lpsm,608000,sb,ir,home,4U,4500,CRIF,576,CIB,35-44,not_inst,47.12171053,south,direct,1,38
29031,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,526500,4.125,0.6527,2217.23,360,not_neg,int_only,not_lpsm,598000,sb,pr,home,1U,10260,EXP,543,EXP,35-44,not_inst,88.04347826,south,direct,0,27
29032,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,,,,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,2U,1620,CRIF,704,CIB,65-74,to_inst,20.21028037,North,direct,1,37
29033,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,186500,,,,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,4740,CIB,743,CIB,65-74,to_inst,64.75694444,North,direct,1,30
29034,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,641,EXP,55-64,not_inst,,North,direct,1,
29035,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,236500,3.99,1.3059,5524.05,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3480,EXP,548,CIB,25-34,to_inst,79.36241611,south,direct,0,47
29036,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,196500,4.875,0.8327,1548,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,1920,CIB,618,CIB,55-64,not_inst,44.8630137,central,direct,0,44
29037,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,226500,4.125,-0.1014,,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2160,CIB,862,CIB,65-74,to_inst,99.34210526,North-East,direct,0,54
29038,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4200,EQUI,672,EXP,35-44,to_inst,,North,direct,1,
29039,2019,ncf,Joint,nopre,type3,p3,l1,nopc,nob/c,556500,4.375,-0.1128,3460,324,neg_amm,not_int,not_lpsm,638000,sb,pr,home,1U,9840,CIB,641,EXP,65-74,to_inst,87.22570533,North,direct,0,39
29040,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,3.625,0.0786,1792,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,7740,EXP,614,CIB,35-44,not_inst,60.33464567,south,direct,0,26
29041,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.132,13164.39,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,9420,CIB,859,EXP,35-44,to_inst,76.08267717,south,direct,0,31
29042,2019,cf,Joint,pre,type1,p1,l2,nopc,nob/c,286500,4.875,1.4738,5200.88,360,not_neg,not_int,not_lpsm,318000,sb,sr,home,1U,11880,CRIF,799,EXP,55-64,to_inst,90.09433962,North,direct,0,47
29043,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,3.875,0.2002,2375.38,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,3840,CRIF,531,CIB,35-44,not_inst,75.88757396,south,direct,0,33
29044,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.1451,11348.44,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,4320,CIB,604,EXP,55-64,to_inst,63.88888889,central,direct,0,37
29045,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,116500,4.99,1.0407,2537.75,360,neg_amm,not_int,not_lpsm,118000,sb,pr,home,1U,2880,EXP,784,CIB,65-74,to_inst,98.72881356,North,direct,0,43
29046,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,0.309,0,360,not_neg,int_only,not_lpsm,378000,sb,pr,home,1U,5100,CRIF,681,EXP,>74,not_inst,57.27513228,North,direct,0,40
29047,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,,,,300,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1740,EQUI,756,EXP,>74,to_inst,,North,direct,1,
29048,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,2.975,-0.422,41.32,324,neg_amm,not_int,not_lpsm,1758000,sb,pr,home,1U,33300,CIB,507,EXP,55-64,to_inst,28.81114903,North,direct,0,6
29049,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,146500,3.625,0.0582,536.77,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3060,EXP,732,EXP,55-64,not_inst,87.20238095,North,direct,0,34
29050,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,4,0.308,4550,360,not_neg,not_int,not_lpsm,668000,sb,ir,home,1U,8940,CIB,757,EXP,45-54,not_inst,60.85329341,North,direct,0,49
29051,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,3.99,0.3533,7291.6,360,neg_amm,not_int,not_lpsm,598000,sb,pr,home,1U,10560,CRIF,775,CIB,45-54,to_inst,79.68227425,North,direct,0,27
29052,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,4.375,0.005,1061.39,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,4680,EXP,771,EXP,45-54,not_inst,78.88257576,south,direct,0,43
29053,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,406500,2.99,-0.6446,2501.15,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,,CIB,697,CIB,35-44,to_inst,74.17883212,central,direct,0,
29054,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,316500,3.99,0.3809,,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,3360,EXP,677,CIB,65-74,to_inst,50.39808917,North,direct,0,41
29055,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,246500,3.5,0.8503,4835.94,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,3660,CRIF,680,EXP,65-74,to_inst,75.15243902,North,direct,0,48
29056,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,3.5,0.0409,6314.84,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,2700,CIB,838,CIB,55-64,to_inst,39.83253589,south,direct,0,49
29057,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,636500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8160,EQUI,703,EXP,65-74,not_inst,,central,direct,1,
29058,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,236500,4.375,0.283,3844.05,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,5760,EXP,594,EXP,25-34,to_inst,103.7280702,North,direct,0,35
29059,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,176500,4.125,1.155,825,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,6360,EXP,891,CIB,55-64,not_inst,99.15730337,North,direct,0,23
29060,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,4.25,0.364,2452.33,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,3480,CIB,783,CIB,35-44,not_inst,94.47115385,North,direct,0,37
29061,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,156500,4.75,1.4322,4221.24,360,not_neg,not_int,not_lpsm,228000,sb,ir,home,1U,5580,EXP,777,EXP,>74,to_inst,68.64035088,south,direct,0,45
29062,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,4.56,0.0679,1150,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,4860,EXP,777,EXP,25-34,to_inst,95.0913242,North,direct,0,46
29063,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.409,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4380,EXP,594,CIB,35-44,not_inst,92.27941176,North,direct,0,44
29064,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,456500,3.625,0.2067,1643,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,5280,CIB,603,CIB,45-54,not_inst,89.86220472,south,direct,0,46
29065,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,186500,,,,300,neg_amm,not_int,not_lpsm,228000,sb,pr,home,1U,4560,CRIF,867,EXP,>74,to_inst,81.79824561,North,direct,1,37
29066,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,56500,4.625,0.6416,1962.5,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1500,EXP,587,CIB,65-74,to_inst,40.94202899,south,direct,0,38
29067,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,136500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3900,EQUI,812,EXP,55-64,to_inst,,south,direct,1,
29068,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,286500,4.25,0.9081,9476.81,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,6420,CIB,521,EXP,55-64,to_inst,70.22058824,central,direct,0,34
29069,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,8280,CRIF,855,CIB,45-54,not_inst,45.32312925,North,direct,1,14
29070,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,-0.1276,5446.03,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,7740,CIB,558,CIB,45-54,to_inst,64.18205805,North,direct,0,47
